Id	Buckwalter	Arabic	English	Meanings	BanglaMeanings
1227	lqy	لقي	lām qāf yā	    To meet, meet with, encounter, find, find out a thing, see, come across, experience,    suffer from, occur, undergo, endure, lean upon, recieve, come face to face,    go in the direction of or towards.   This root has occurred in al quran in 45 forms, and been used about 145 times. laqiya vb. (I) perf. act. 2:14,  2:76, 3:119, 8:15, 8:45, 18:62, 18:74, 47:4, impf act. 3:143, 9:77, 17:13, 19:59, 25:68, 33:44, n.vb. 6:31, 6:130, 6:154, 7:51, 7:147, 10:7, 10:11,  10:15, 10:45, 13:2, 18:105, 18:110, 23:33, 25:21, 29:5, 29:23, 30:8, 30:16,  32:10, 32:14, 32:23, 39:71, 41:54, 45:34, pcple. act. 28:61     tilqa n.m. - 7:47,  10:15, 28:22  laqqa  vb. (II)  perf. act. 76:11, impf. pass. 25:75, 27:6, 28:80, 41:35, 41:35,  laqa vb. (III) impf. act. 43:83,    52:45, 70:42, pcple. act. 2:46, 2:223, 2:249, 11:29, 62:8, 69:20,  84:6,  alqa vb. (IV) perf. act. 4:90, 4:94, 4:171, 5:64,  7:107, 7:116, 7:150, 10:81, 12:96, 15:19, 16:15, 16:28, 16:86, 16:87, 20:20,  20:39, 20:65, 20:87, 22:52, 26:32, 26:44, 26:45, 31:10, 38:34, 50:7, 50:37,  75:15, 84:4, impf. act. 2:195, 3:44,    3:151, 4:91, 7:115, 8:12, 20:39, 20:65, 22:52, 22:53, 26:223, 40:15, 60:1,  73:5, impv. 7:116, 7:117, 10:80, 12:10, 12:93, 20:19,  20:66, 20:69, 26:43, 27:10, 27:28, 28:7, 28:31, 37:97, 50:24, 50:26, perf. pass. 7:120, 20:70, 25:13, 26:46, 27:29,  43:53, 54:25, 67:7, 67:8, impf. pass. 17:39, , 25:8, 28:86, 41:40, pcple. pass. 7:115, 10:80, 26:43, 77:5,   talaqqa vb. (V) perf. act. 2:37, 24:15 impf. act. 21:103, 50:17 pcple.  act. 50:17  talaqa vb. (VI) - 40:15,    iltaqa vb. (VIII) perf. act. 3:13, 3:155, 3:166, 8:41, 8:44, 54:12 impf. act. 55:19 LL, V8, p: 266, 267	
1228	lmH	لمح	lām mīm ḥā	    To shine, glister, give a glance with the eye, twinkling (of an eye).  lamaha vb. (1) n.vb. lamh [16:77, 54:50] LL, V7, p: 200	
1229	lmz	لمز	lām mīm zāy	 To wink, make a sign with the eye or hand, defame, reproach,  blame, find fault, speak ill, slanderer, strike, repel, traduce. lamaza vb. (I) impf. act. 9:58, 9:79, 49:11  lumazah  n.common gender - 104:1 LL, V7, p: 200, 201	
1230	lms	لمس	lām mīm sīn	 To touch, feel with the hand, to stretch towards, seek, inquire after, have    intercourse.	
1231	lmm	لمم	lām mīm mīm	 To gather, collect, amass, assemble, pick up greedily, lesser offences,  unwilled offences, small faults, inadvertent sins.	
1232	lhb	لهب	lām hā bā	 To    blaze fiercely/intensely, inflame, burn with anger, Ardour of fire, flame, fiery    tempered person, abu lahab - father of flame.   A gap/space between two mountains, a cleft/fissure in a mountain.   Nickname of the Holy Prophet's uncle, whose real name was Abdul Uzza. [[This is a  traditional understanding may conflict with 49:11. Does 'abu lahab'    describe a specific person or a personality archetype/model?]]	
1233	lhv	لهث	lām hā thā	 To thirst, let the tongue hang out, loll the tongue (dog), pant, gasp for    breath, fatigue.  lahatha vb. (1) impf. act. 7:176 x2 LL, V7, p: 203	
1234	lhw	لهو	lām hā wāw	 become diverted from it as to forget it, To preoccupy, beguile, distract, sport/play/amusement, divert, diversion,    forget, delight/cheer, turn away, what is thrown, unmindful/careless.	
1235	lwt	لوت	lām wāw tā		
1236	lwH	لوح	lām wāw ḥā	  lawh n.m.  (pl. alwah) 7:145, 7:150, 7:154,  54:13, 85:22  lawwah n.m. 74:29 LL, V7, p: 207, 208	
1237	lw*	لوذ	lām wāw dhāl	  latha vb. (1)  n.vb. 24:63 LL, V7, p: 208, 209	
1238	lwm	لوم	lām wāw mīm	 To blame someone for something, accuse.	
1239	lwn	لون	lām wāw nūn	 Colour; external form; species; hue; appearance; kind; sort; state. variegated    or diversified in colour, variable, mood/disposition/character.	
1240	lwy	لوي	lām wāw yā	    To twist, pervert/distort, turn back, bend/contort/curled/curved/coiled, wound,    avert (the face) from, lean, feel an inclination, very contentious.	
1241	lyt	ليت	lām yā tā	 May it be that? Would that! Particle of desire and expressing a wish impossible    to be realized. It is one of those particles which like anna require    a following noun to be an accusative.	
1242	lys	ليس	lām yā sīn	    It was not; is not. It is one of the verbs of the class of kana which    govern the attribute in the accusative. This verb has occurred about 89 times.	
1243	lyl	ليل	lām yā lām	 night, evening.  layl n.m. (f. laylah, pl. layali) 2:51, 2:164, 2:187,  2:187, 2:274, 3:27, 3:27, 3:113, 3:190, 6:13, 6:60, 6:76, 6:96, 7:54, 7:142,  7:142, 10:6, 10:24, 10:27, 10:67, 11:81, 11:114, 13:3, 13:10, 14:33, 15:65,  16:12, 17:1, 17:12, 17:12, 17:78, 17:79, 19:10, 20:130, 21:20, 21:33, 21:42,  22:61, 22:61, 23:80, 24:44, 25:47, 25:62, 27:86, 28:71, 28:72, 28:73, 30:23,  31:29, 31:29, 34:18, 34:33, 35:13, 35:13, 36:37, 36:40, 37:138, 39:5, 39:5,  39:9, 40:61, 41:37, 41:38, 44:3, 44:23, 45:5, 50:40, 51:17, 52:49, 57:6, 57:6,  69:7, 71:5, 73:2, 73:6, 73:20, 73:20, 74:33, 76:26, 76:26, 78:10, 79:29, 81:17,  84:17, 89:2, 89:4, 91:4, 92:1, 93:2, 97:1, 97:2, 97:3  Lam-Ya-Nun  =	
1244	lyn	لين	lām yā nūn	 lana vb.  (1) perf. act. 3:159 impf. act. 39:23	
1245	mAy	مأي	mīm hamza yā	 hundred	
1246	mtE	متع	mīm tā ʿayn	 to enjoy/benefit, gift, anything useful/advantageous, goods (e.g. utensils, furniture), a commodity.	
1247	mtn	متن	mīm tā nūn	 To render/make a thing  firm/strong/stout/hard, season skin (with rob or inspissated juice), well  seasoned, possess any quality in a strong degree, more sweet.	
1248	mvl	مثل	mīm thā lām	 Stand erect, mutilate or castrate (namely  a sheep or goat), to set up a thing, affect to be like or to imitate a thing,  apply a proverb, apply a thing proverbially, be nearly in a sound or healthy  state, near to convalescence, obey/follow a command or order, to resemble, be of  likeness or equivalent.	
1249	mjd	مجد	mīm jīm dāl	 To be possessed of or characterized by glory or honour or dignity or  nobility, to be magnificent/magnified, large/abundant/much, exalted or sublime.	
1250	mjs	مجس	mīm jīm sīn	 To follow or practice the Magian religion.	
1251	mHS	محص	mīm ḥā ṣād	 To be clear/pure/free from admixture or  imperfection, run vehemently or vigorously, to be quick or swift in running.	
1252	mHq	محق	mīm ḥā qāf	 To render a thing deficient and deprive it  of its blessing or increase, annihilate/annull/obliterate a thing, do away with  a thing wholly so that no trace of it remains.	
1253	mHl	محل	mīm ḥā lām	 To labour skillfully, excercise art or  management.	
1254	mHn	محن	mīm ḥā nūn	 to test/try	
1255	mHw	محو	mīm ḥā wāw	 To efface or erase a thing, to  obliterate/cancel/remove/do away with a thing, to dispell a thing.	
1256	mxr	مخر	mīm khā rā	 To cleave, to run and cleave a thing with  a noise, to make a noise or sound, advance and retire, face or turn towards the  wind, plough through.	
1257	mxD	مخض	mīm khā ḍād	 To churn/beat/agitate (milk), extract or  fetch out the butter from milk, shake or agitate vehemently, turn over or  revolve a thing.	
1258	mdd	مدد	mīm dāl dāl	 to draw a thing (namely a rope), pull a  thing, stretch a thing, strain a thing, extend by drawing or pulling, stretch  forth, to prolong, expand/elongate/lengthen a thing, spread or spread out, delay  or defer a thing, continue a thing, to help or aid someone, to advance, to  increase, to supply ink (put ink into a thing), apply ink to a thing, manure  land (with dung).	
1259	mdn	مدن	mīm dāl nūn	 city	
1260	mrA	مرأ	mīm rā hamza	 It (food) was wholesome or approved  in its result, easy to swallow, not attended by trouble, quick in digesting,  light to the stomach, to descend well, to be salubrious in its air (land), in  the habit of doing what is approved and shunning what is held base, preserve the  soul from filthy actions, to be possessed of manly perfection or manly virtue or  moral goodness, give food (on the occasion of building a house or marrying).	
1261	mrj	مرج	mīm rā jīm	 pasture, maraja = mixed (one thing with another), flow &amp; flow freely   (as separate entities), set forth, mariija = marred/spoiled/corrupted/impaired/disturbed/unsteady/confused.	
1262	mrH	مرح	mīm rā ḥā	 To be weak, to leak or let flow water or  tears, to be joyful or glad, rejoice above measure (excessively/exceedingly),  proud and self-conceited, behave unthankfully or ungratefully.	
1263	mrd	مرد	mīm rā dāl	 To seep or soak bread (or corn) in water,  to crumble or soften, rub a thing in water, make a thing soft, to polish a  thing, to be beardless or without facial hair (youth or young man), exalt  oneself, to be insolent and audacious/bold, excessively proud or corrupt,  extravagant in acts of wrongdoing and disobedience, to be  accustomed/habituated/inured to a thing, care not for a thing, be destitute of  good, to strip or peel a thing, lofty or high, to be brisk/lively/sprightly.	
1264	mrr	مرر	mīm rā rā	 To pass or pass by or pass beyond,  proceed, go along or go through or go over, go away or pass away, to run or flow  (namely water), go across a thing, come upon, overcome, make a thing bitter or  displeasing, to drag a thing along, to twist or turn a thing in an attempt to  throw it down, to go on in a continuous/constant manner or course, to be  firm/resolute/determined/strong, firmly resist a thing, to murmur or grumble, to  shake or quiver or quake, move to and fro or from side to side, to be in a state  of commotion, overcome by bile.	
1265	mry	مري	mīm rā yā	 To draw forth a thing, to dispute or contend, to doubt.	
1266	mzj	مزج	mīm zāy jīm	 To mix/mingle/incorporate/blend,  exasperate/irritate/enrage a person, to give something, contend or dispute with  a person, various in disposition or temperament.	
1267	mzq	مزق	mīm zāy qāf	 To scatter or disperse, mangle/rent much/dissunder,  shatter/disorganize/dissipate, to mar or impair, tear or cut much, to slit a  thing.	
1268	mzn	مزن	mīm zāy nūn	 Clouds, white clouds or clouds of any  kind, clouds containing water.	
1269	msH	مسح	mīm sīn ḥā		
1270	msx	مسخ	mīm sīn khā		
1271	msd	مسد	mīm sīn dāl	 To twist a rope, twist a thing well,  pursue or journey laboriously or with energy, hold on or continue a journey,  render (person or animal) lean/lank/light of flesh/slender, render one lank in  the belly, also to render it firm, tall and slender, of goodly stature, compact  of make (applied to a woman).	
1272	mss	مسس	mīm sīn sīn	 To meet or touch or feel a thing with the  hand, touch a thing without intervention or interference, strike or smite,  afflict or befall, be distressing or difficult of accomplishment.	
1273	msk	مسك	mīm sīn kāf	 To retain, withhold, maintain, be  tenacious or niggardly, hold fast a thing, arrest a thing,  restrain/detain/confine/imprison a person, restrain or abstain from a thing,  grasp/clutch/seize a thing, take a thing with the hand, intelligent or sound in  judgement.	
1274	msw	مسو	mīm sīn wāw	 	
1275	m$j	مشج	mīm shīn jīm	 To mix or confuse, make a confusion or  disturbance, mix one thing with another.	
1276	m$y	مشي	mīm shīn yā	 To walk, to go or go along, to go afoot/on  foot, move from place to place, march/travel/trod/pace/step, to go on or  continue in a course of action, to pass, to be current, move/be in motion, walk  about.	
1277	mSr	مصر	mīm ṣād rā		
1278	mDg	مضغ	mīm ḍād ghayn	 A piece or bit of flesh, a morsel or  gobbet of flesh; heart and tongue of a person; a foetus when it becomes like a  lump of flesh.	
1279	mDy	مضي	mīm ḍād yā	 To advance or proceed, pass/pass away, go  or go away, press onward, execute/perform/accomplish a thing, to be sharp, to  cut or penetrate, excel or surpass in doing a thing.	
1280	mTr	مطر	mīm ṭā rā	 sky, rain, shower, went quickly or hastened.	
1281	mTw	مطو	mīm ṭā wāw	 to go or walk haughtily  or arrogantly	
1282	mEz	معز	mīm ʿayn zāy	 To be hard, to be abundant in goats	
1283	mEn	معن	mīm ʿayn nūn	 charity, small kindness,  neighbourly needs, succour	
1284	mEy	معي	mīm ʿayn yā	 A narrow and depressed  place; bowels or intestines into which food passes from the stomach.	
1285	mqt	مقت	mīm qāf tā	 To hate a person, to be hateful, to be an  object of hatred, odious.	
1286	mkv	مكث	mīm kāf thā	 To tarry, to tarry and wait/expect, to  loiter, to stay, pause in expectation, to not haste, be slow of speech.	
1287	mkr	مكر	mīm kāf rā	 To practice deceit or guile or  circumvention, practice evasion or elusion, to plot, to excercise art or craft  or cunning, act with policy, practice strategem.	
1288	mkn	مكن	mīm kāf nūn	 To give or assign someone a place, to  establish or settle in an abode, to enable or empower someone to do a thing.	
1289	mkw	مكو	mīm kāf wāw	 Bird so called, because of its  color.	
1290	mlA	ملأ	mīm lām hamza	 To fill,  satisfy, help. &quot;The sap or vigour of youth, or  young manhood became fuller mantled in a person&quot;. Satisfy/Glut. Aid,  assist, conform with to do a thing. Assembly. Utmost [such as pulling a bow as  far back as possible]. &quot;The utmost of his power  and ability was accomplished&quot;. Sufficient in quantity or dimension for  filling. Disposition, nature [as one rich in needul qualities], manners.  Principle persons, chiefs [because they are rich in needful things]. That which  is satisfactory or satisfies [such as a majestic person]. An ewe in whose belly  are water and matter so that one thinks her to be pregnant. 	
1291	mlH	ملح	mīm lām ḥā	 To suckle or give suck, to be saltish or  bitter, to become fat, to be goodly/beautiful/pretty, pleasing to the eye or  ear, inclining to gray or whiteness, adopt one as a foster brother.	
1292	mlq	ملق	mīm lām qāf	 To flay a person, also to behave in a  loving and affectionate manner towards someone, run swiftly, be vehement in  journeying.	
1293	mlk	ملك	mīm lām kāf	 to rule/command/reign, be  capable, to control, power/authority, king, kingdom.	
1294	mll	ملل	mīm lām lām	   to dictate, embrace a religion, creed/faith.	
1295	mlw	ملو	mīm lām wāw		
1296	mnE	منع	mīm nūn ʿayn	 To prevent or hinder or hold back, to  impede/withhold/arrest/restrain, to keep/debar/preclude/inhibit, to  forbid/prohibit/interdict, deny or refuse, also to protect or defend or guard a  thing, dispute or contest, resist or withstand, to strengthen or fortify, to  make a thing inaccessible or unapproachable or difficult of access.	
1297	mnn	منن	mīm nūn nūn	 To confer or bestow a benefit or favour to  someone, to be bountiful or beneficent or gratuitous, to be reasonable (too  reasonable to do that which is deemed bad), min often means some of or among, min can be used in the sense of fi meaning  in or on.	
1298	mny	مني	mīm nūn yā	 To try or to prove someone, to mediate, to  wish or desire.	
1299	mhd	مهد	mīm hā dāl	 To make a place or thing plain or even or  smooth, to prepare or establish, to gain or earn, seek to gain, to work for  oneself, to spread or be spread (namely a bed).	
1300	mwt	موت	mīm wāw tā	 To die, to pass away from the earthly  life, to be destitute or deprived of life, deprived of sensation, deprived of  the intellectual faculty, to be still/quiet/motionless, to be calm/still, to  sleep, lifeless, to be assuaged, dried up by the earth, to cease, wear out/be  worn out, to be poor/reduced to poverty, abject/base/despicable/vile,  disobedient or rebellious, lowly/humble/submissive, to be  soft/loose/flabby/relaxed, lack spirit or life.	
1301	mwj	موج	mīm wāw jīm	 To be in a state of commotion, to be  agitated, tumultuous, conflict or dash, to be in a confused and disturbed state,  perplexed or amazed, move backwards and forwards, move from side to side.	
1302	mwr	مور	mīm wāw rā	 Move from side to side, move to and fro,  come and go, move round about, be in a state of commotion or tumult, to  circulate.	
1303	mwl	مول	mīm wāw lām	 To be abundant in weath, possess an  abundance of property.	
1304	mwh	موه	mīm wāw hā	 water, rain	
1305	myd	ميد	mīm yā dāl	 To  be shaken, moved, agitated, spread, give food. It was/became in a state of  motion or commotion. Was/Became agitated: in a state or violent motion or  commotion; or violently agitated. Turn/Twist about. Become contorted and  convulsed. Quivered, trembled. Confound, perplex, amazed. Inclining from side to  side. Confer bestow benefit/s or favor/s.   Ma-idatan (2x) - A table with food upon it. From m-y-d &quot;it was in a state  of motion&quot; as the table moved about from what was on it. Or m-y-d &quot;he brought  wheat or food&quot; since food is brought on it. Or m-y-d &quot;he gave&quot; because what is  this called given by the owner to the people [who are to eat]. Table spread,  table with food upon it, food. Knowledge, because knowledge is the spiritual  food. 	
